"","premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","ppl_2016","annual_growth_rate","children_2016","youth_2016","working_2016","pre-retirement_2016","seniors_2016","older_2016","ppl_2017","children_2017","youth_2017","working_2017","pre.retirement_2017","seniors_2017","older_2017","ppl_2018","children_2018","youth_2018","working_2018","pre.retirement_2018","seniors_2018","older_2018","ppl_2019","children_2019","youth_2019","working_2019","pre.retirement_2019","seniors_2019","older_2019"
"2829","House","Theft Of Motor Vehicle",2017,3,8,67,"Wednesday",0,"D33",42,"Banbury-Don Mills (42)",43.7323036,-79.3503647,2017-03-08 00:57:00,NA,NA,NA,NA,NA,NA,NA,NA,28498,3710,2809,11123,3658,7177,1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830","House","Theft Of Motor Vehicle",2017,3,9,68,"Thursday",6,"D23",3,"Thistletown-Beaumond Heights (3)",43.7349434,-79.5780563,2017-03-09 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,10588,1768,1441,4252,1221,1921,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831","House","Theft Of Motor Vehicle",2017,3,9,68,"Thursday",11,"D41",124,"Kennedy Park (124)",43.7222824,-79.2621231,2017-03-09 11:35:00,NA,NA,NA,NA,NA,NA,NA,NA,17191,2786,2184,7148,2520,2560,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832","House","Theft Of Motor Vehicle",2017,3,9,68,"Thursday",15,"D43",137,"Woburn (137)",43.7676239,-79.2473831,2017-03-09 15:15:00,NA,NA,NA,NA,NA,NA,NA,NA,53645,9654,7683,22011,6264,8034,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833","House","Theft Of Motor Vehicle",2017,3,9,68,"Thursday",16,"D42",116,"Steeles (116)",43.8113098,-79.3313828,2017-03-09 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,24229,3100,2642,9348,3459,5663,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834","House","Theft Of Motor Vehicle",2017,3,9,68,"Thursday",21,"D23",1,"West Humber-Clairville (1)",43.7525139,-79.6014709,2017-03-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835","House","Theft Of Motor Vehicle",2017,3,10,69,"Friday",6,"D12",113,"Weston (113)",43.6993294,-79.5048981,2017-03-10 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17812,3069,2203,7707,2406,2421,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836","House","Theft Of Motor Vehicle",2017,3,10,69,"Friday",12,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7419281,-79.5942078,2017-03-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,33119,7125,5266,13683,3492,3578,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","House","Theft Of Motor Vehicle",2017,3,10,69,"Friday",22,"D12",113,"Weston (113)",43.7054939,-79.5098953,2017-03-10 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17812,3069,2203,7707,2406,2421,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838","House","Theft Of Motor Vehicle",2017,3,10,69,"Friday",22,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7561646,-79.5952377,2017-03-10 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,33119,7125,5266,13683,3492,3578,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839","House","Theft Of Motor Vehicle",2017,3,10,69,"Friday",23,"D12",23,"Pelmo Park-Humberlea (23)",43.7133255,-79.5256119,2017-03-10 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,13199,2148,1686,5718,1711,1957,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840","House","Theft Of Motor Vehicle",2017,3,10,69,"Friday",23,"D23",4,"Rexdale-Kipling (4)",43.715107,-79.5551147,2017-03-10 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,10571,1647,1360,4317,1526,1737,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841","House","Theft Of Motor Vehicle",2017,3,11,70,"Saturday",11,"D11",90,"Junction Area (90)",43.6618004,-79.4738159,2017-03-11 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,14711,2243,1500,7649,1792,1536,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842","House","Theft Of Motor Vehicle",2017,3,11,70,"Saturday",18,"D42",118,"Tam O'Shanter-Sullivan (118)",43.7723198,-79.311554,2017-03-11 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,27501,3893,3231,10696,3517,6172,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843","House","Theft Of Motor Vehicle",2017,3,12,71,"Sunday",23,"D32",39,"Bedford Park-Nortown (39)",43.7292786,-79.4215851,2017-03-12 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,23282,4564,3216,8427,3081,3988,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844","House","Theft Of Motor Vehicle",2017,3,13,72,"Monday",0,"D32",105,"Lawrence Park North (105)",43.7258568,-79.4062195,2017-03-13 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,14680,3296,1678,6010,1734,1945,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845","House","Theft Of Motor Vehicle",2017,3,13,72,"Monday",2,"D33",46,"Pleasant View (46)",43.7933578,-79.3340988,2017-03-13 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,15502,2009,2038,6341,1980,3131,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846","House","Theft Of Motor Vehicle",2017,3,13,72,"Monday",4,"D53",99,"Mount Pleasant East (99)",43.7016487,-79.3874969,2017-03-13 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17614,3129,1790,8001,2121,2578,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847","House","Theft Of Motor Vehicle",2017,3,13,72,"Monday",16,"D12",29,"Maple Leaf (29)",43.7221565,-79.4784241,2017-03-13 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,10030,1488,1255,4077,1195,2014,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848","House","Theft Of Motor Vehicle",2017,3,13,72,"Monday",19,"D23",3,"Thistletown-Beaumond Heights (3)",43.7366829,-79.5569077,2017-03-13 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,10588,1768,1441,4252,1221,1921,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849","House","Theft Of Motor Vehicle",2017,3,14,73,"Tuesday",23,"D12",30,"Brookhaven-Amesbury (30)",43.6975975,-79.5023804,2017-03-14 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17721,3353,2455,7610,2181,2126,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850","House","Theft Of Motor Vehicle",2017,3,15,74,"Wednesday",6,"D31",26,"Downsview-Roding-CFB (26)",43.7366295,-79.4869766,2017-03-15 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,35438,5788,4388,15210,4428,5596,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851","House","Theft Of Motor Vehicle",2017,3,15,74,"Wednesday",20,"D23",6,"Kingsview Village-The Westway (6)",43.6987343,-79.5522308,2017-03-15 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,22286,4295,3059,8747,2583,3632,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852","House","Theft Of Motor Vehicle",2017,3,16,75,"Thursday",1,"D42",129,"Agincourt North (129)",43.8148041,-79.2672501,2017-03-16 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,27978,3690,3561,10864,4065,5809,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","House","Theft Of Motor Vehicle",2017,3,16,75,"Thursday",13,"D53",56,"Leaside-Bennington (56)",43.6945534,-79.3780212,2017-03-16 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,16643,3249,2151,6384,2314,2522,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854","House","Theft Of Motor Vehicle",2017,3,16,75,"Thursday",21,"D12",30,"Brookhaven-Amesbury (30)",43.702652,-79.4973602,2017-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17721,3353,2455,7610,2181,2126,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","House","Theft Of Motor Vehicle",2017,3,19,78,"Sunday",0,"D31",26,"Downsview-Roding-CFB (26)",43.7205238,-79.498436,2017-03-19 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,35438,5788,4388,15210,4428,5596,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856","House","Theft Of Motor Vehicle",2017,3,20,79,"Monday",20,"D32",105,"Lawrence Park North (105)",43.7296066,-79.3980713,2017-03-20 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,14680,3296,1678,6010,1734,1945,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857","House","Theft Of Motor Vehicle",2017,3,20,79,"Monday",20,"D43",137,"Woburn (137)",43.7629929,-79.2328644,2017-03-20 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,53645,9654,7683,22011,6264,8034,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858","House","Theft Of Motor Vehicle",2017,3,20,79,"Monday",21,"D32",105,"Lawrence Park North (105)",43.7304382,-79.3983917,2017-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,14680,3296,1678,6010,1734,1945,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859","House","Theft Of Motor Vehicle",2017,3,20,79,"Monday",23,"D41",122,"Birchcliffe-Cliffside (122)",43.7028084,-79.2447281,2017-03-20 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,22737,3412,2489,9256,3590,3988,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860","House","Theft Of Motor Vehicle",2017,3,21,80,"Tuesday",0,"D14",85,"South Parkdale (85)",43.6376648,-79.4436569,2017-03-21 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,22461,2174,2339,12788,2544,2611,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861","House","Theft Of Motor Vehicle",2017,3,21,80,"Tuesday",6,"D31",22,"Humbermede (22)",43.7460632,-79.5521698,2017-03-21 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,15250,2889,2183,6323,1727,2119,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862","House","Theft Of Motor Vehicle",2017,3,21,80,"Tuesday",7,"D23",1,"West Humber-Clairville (1)",43.7387848,-79.5933533,2017-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863","House","Theft Of Motor Vehicle",2017,3,21,80,"Tuesday",18,"D43",137,"Woburn (137)",43.7726822,-79.2459869,2017-03-21 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,53645,9654,7683,22011,6264,8034,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864","House","Theft Of Motor Vehicle",2017,3,21,80,"Tuesday",23,"D22",11,"Eringate-Centennial-West Deane (11)",43.6569786,-79.5556107,2017-03-21 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18365,2603,2376,6827,2821,3720,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865","House","Theft Of Motor Vehicle",2017,3,22,81,"Wednesday",1,"D22",14,"Islington-City Centre West (14)",43.6396065,-79.554863,2017-03-22 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,50736,6716,5418,23819,6232,8545,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866","House","Theft Of Motor Vehicle",2017,3,23,82,"Thursday",19,"D33",53,"Henry Farm (53)",43.7725525,-79.351326,2017-03-23 19:30:00,NA,NA,NA,NA,NA,NA,NA,NA,21808,3474,3232,11158,1928,2025,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867","House","Theft Of Motor Vehicle",2017,3,23,82,"Thursday",22,"D33",45,"Parkwoods-Donalda (45)",43.7639732,-79.3342133,2017-03-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,34979,5869,4703,14854,4286,5276,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","House","Theft Of Motor Vehicle",2017,3,23,82,"Thursday",23,"D32",31,"Yorkdale-Glen Park (31)",43.7235146,-79.4598236,2017-03-23 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,14922,1976,1885,5907,1824,3321,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869","House","Theft Of Motor Vehicle",2017,3,25,84,"Saturday",8,"D23",1,"West Humber-Clairville (1)",43.7230873,-79.6225815,2017-03-25 08:37:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","House","Theft Of Motor Vehicle",2017,3,25,84,"Saturday",19,"D42",132,"Malvern (132)",43.7974586,-79.2396317,2017-03-25 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,42524,7681,6428,17347,5374,5719,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","House","Theft Of Motor Vehicle",2017,3,26,85,"Sunday",1,"D33",47,"Don Valley Village (47)",43.7828598,-79.3600464,2017-03-26 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,27376,4114,3319,12002,3183,4756,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","House","Theft Of Motor Vehicle",2017,3,26,85,"Sunday",2,"D32",32,"Englemount-Lawrence (32)",43.720768,-79.4351196,2017-03-26 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,22663,4867,3069,8494,2462,3773,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873","House","Theft Of Motor Vehicle",2017,3,26,85,"Sunday",22,"D42",116,"Steeles (116)",43.8123016,-79.3317947,2017-03-26 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,24229,3100,2642,9348,3459,5663,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","House","Theft Of Motor Vehicle",2017,3,27,86,"Monday",7,"D23",1,"West Humber-Clairville (1)",43.7233429,-79.5918808,2017-03-27 07:40:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875","House","Theft Of Motor Vehicle",2017,3,27,86,"Monday",23,"D22",16,"Stonegate-Queensway (16)",43.6389618,-79.5040894,2017-03-27 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,25427,4121,2532,10820,3715,4227,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","House","Theft Of Motor Vehicle",2017,3,28,87,"Tuesday",18,"D23",7,"Willowridge-Martingrove-Richview (7)",43.6892509,-79.5585022,2017-03-28 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,22998,3690,2725,8449,3015,5091,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","House","Theft Of Motor Vehicle",2017,3,28,87,"Tuesday",21,"D33",46,"Pleasant View (46)",43.7948303,-79.3331528,2017-03-28 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,15502,2009,2038,6341,1980,3131,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","House","Theft Of Motor Vehicle",2017,3,28,87,"Tuesday",22,"D42",130,"Milliken (130)",43.8215485,-79.2660751,2017-03-28 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,25987,3594,3125,10333,3941,5002,861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879","House","Theft Of Motor Vehicle",2017,3,29,88,"Wednesday",0,"D32",51,"Willowdale East (51)",43.7598686,-79.4064789,2017-03-29 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,56486,6630,7773,28952,6115,7022,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880","House","Theft Of Motor Vehicle",2017,3,29,88,"Wednesday",5,"D23",1,"West Humber-Clairville (1)",43.7232513,-79.616806,2017-03-29 05:44:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881","House","Theft Of Motor Vehicle",2017,3,29,88,"Wednesday",16,"D13",109,"Caledonia-Fairbank (109)",43.6931343,-79.4514465,2017-03-29 16:45:00,NA,NA,NA,NA,NA,NA,NA,NA,10065,1506,1233,4620,1365,1340,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882","House","Theft Of Motor Vehicle",2017,3,29,88,"Wednesday",22,"D22",10,"Princess-Rosethorn (10)",43.6779022,-79.5446854,2017-03-29 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,10907,1747,1559,3775,1831,1999,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","House","Theft Of Motor Vehicle",2017,3,30,89,"Thursday",0,"D32",34,"Bathurst Manor (34)",43.762188,-79.4515991,2017-03-30 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,16317,2390,1994,6841,2087,3022,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","House","Theft Of Motor Vehicle",2017,3,30,89,"Thursday",19,"D43",134,"Highland Creek (134)",43.7938271,-79.1791153,2017-03-30 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,11919,1474,1836,4407,1927,2285,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885","House","Theft Of Motor Vehicle",2017,3,30,89,"Thursday",21,"D31",25,"Glenfield-Jane Heights (25)",43.7522278,-79.5213165,2017-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,29607,5622,4389,11254,3500,4860,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","House","Theft Of Motor Vehicle",2017,3,30,89,"Thursday",22,"D22",11,"Eringate-Centennial-West Deane (11)",43.6586761,-79.5619812,2017-03-30 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18365,2603,2376,6827,2821,3720,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","House","Theft Of Motor Vehicle",2017,3,30,89,"Thursday",23,"D31",22,"Humbermede (22)",43.7371407,-79.5447922,2017-03-30 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,15250,2889,2183,6323,1727,2119,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","House","Theft Of Motor Vehicle",2017,3,31,90,"Friday",6,"D23",1,"West Humber-Clairville (1)",43.7230873,-79.6225815,2017-03-31 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","House","Theft Of Motor Vehicle",2017,3,31,90,"Friday",19,"D32",32,"Englemount-Lawrence (32)",43.7199783,-79.4347916,2017-03-31 19:30:00,NA,NA,NA,NA,NA,NA,NA,NA,22663,4867,3069,8494,2462,3773,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","House","Theft Of Motor Vehicle",2017,4,1,91,"Saturday",11,"D51",73,"Moss Park (73)",43.6615677,-79.3707047,2017-04-01 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,25797,1937,2591,15763,3139,2390,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891","House","Theft Of Motor Vehicle",2017,4,1,91,"Saturday",18,"D33",49,"Bayview Woods-Steeles (49)",43.8022041,-79.3789978,2017-04-01 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,12786,1473,1589,4364,1774,3582,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892","House","Theft Of Motor Vehicle",2017,4,2,92,"Sunday",1,"D32",36,"Newtonbrook West (36)",43.7851715,-79.4318466,2017-04-02 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,24641,2906,3438,10764,3216,4307,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893","House","Theft Of Motor Vehicle",2017,4,2,92,"Sunday",18,"D43",137,"Woburn (137)",43.765934,-79.2433167,2017-04-02 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,53645,9654,7683,22011,6264,8034,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","House","Theft Of Motor Vehicle",2017,4,2,92,"Sunday",21,"D42",116,"Steeles (116)",43.8097153,-79.3140793,2017-04-02 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,24229,3100,2642,9348,3459,5663,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","House","Theft Of Motor Vehicle",2017,4,3,93,"Monday",5,"D23",1,"West Humber-Clairville (1)",43.7303429,-79.6203613,2017-04-03 05:45:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","House","Theft Of Motor Vehicle",2017,4,3,93,"Monday",18,"D42",132,"Malvern (132)",43.8119469,-79.2209167,2017-04-03 18:05:00,NA,NA,NA,NA,NA,NA,NA,NA,42524,7681,6428,17347,5374,5719,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","House","Theft Of Motor Vehicle",2017,4,3,93,"Monday",19,"D32",34,"Bathurst Manor (34)",43.7655487,-79.4610901,2017-04-03 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,16317,2390,1994,6841,2087,3022,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898","House","Theft Of Motor Vehicle",2017,4,4,94,"Tuesday",21,"D22",15,"Kingsway South (15)",43.6568336,-79.5112,2017-04-04 21:45:00,NA,NA,NA,NA,NA,NA,NA,NA,9373,1597,1112,3281,1360,2017,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899","House","Theft Of Motor Vehicle",2017,4,5,95,"Wednesday",6,"D22",15,"Kingsway South (15)",43.6552315,-79.5117645,2017-04-05 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,9373,1597,1112,3281,1360,2017,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900","House","Theft Of Motor Vehicle",2017,4,5,95,"Wednesday",8,"D41",119,"Wexford/Maryvale (119)",43.7455597,-79.2961273,2017-04-05 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,28838,4354,3770,11756,4070,4871,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901","House","Theft Of Motor Vehicle",2017,4,5,95,"Wednesday",22,"D33",45,"Parkwoods-Donalda (45)",43.7601662,-79.3377914,2017-04-05 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,34979,5869,4703,14854,4286,5276,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902","House","Theft Of Motor Vehicle",2017,4,5,95,"Wednesday",23,"D32",50,"Newtonbrook East (50)",43.785614,-79.4001617,2017-04-05 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,15775,1553,2141,6723,2112,3254,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","House","Theft Of Motor Vehicle",2017,4,7,97,"Friday",7,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7552528,-79.5894089,2017-04-07 07:20:00,NA,NA,NA,NA,NA,NA,NA,NA,33119,7125,5266,13683,3492,3578,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904","House","Theft Of Motor Vehicle",2017,4,8,98,"Saturday",4,"D43",138,"Eglinton East (138)",43.7427216,-79.2411041,2017-04-08 04:15:00,NA,NA,NA,NA,NA,NA,NA,NA,22730,4172,3124,9162,2819,3498,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","House","Theft Of Motor Vehicle",2017,4,8,98,"Saturday",10,"D42",131,"Rouge (131)",43.8348961,-79.2299805,2017-04-08 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,47100,8063,6787,18751,6777,6711,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906","House","Theft Of Motor Vehicle",2017,4,8,98,"Saturday",23,"D23",6,"Kingsview Village-The Westway (6)",43.6913605,-79.5483704,2017-04-08 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,22286,4295,3059,8747,2583,3632,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907","House","Theft Of Motor Vehicle",2017,4,9,99,"Sunday",14,"D12",23,"Pelmo Park-Humberlea (23)",43.7069969,-79.5261154,2017-04-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,13199,2148,1686,5718,1711,1957,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","House","Theft Of Motor Vehicle",2017,4,9,99,"Sunday",17,"D43",137,"Woburn (137)",43.7622566,-79.2139359,2017-04-09 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,53645,9654,7683,22011,6264,8034,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909","House","Theft Of Motor Vehicle",2017,4,10,100,"Monday",18,"D43",137,"Woburn (137)",43.7577057,-79.2159653,2017-04-10 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,53645,9654,7683,22011,6264,8034,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
