"","premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","ppl_2016","annual_growth_rate","children_2016","youth_2016","working_2016","pre-retirement_2016","seniors_2016","older_2016","ppl_2017","children_2017","youth_2017","working_2017","pre.retirement_2017","seniors_2017","older_2017","ppl_2018","children_2018","youth_2018","working_2018","pre.retirement_2018","seniors_2018","older_2018","ppl_2019","children_2019","youth_2019","working_2019","pre.retirement_2019","seniors_2019","older_2019"
"13724","Outside","Theft Of Motor Vehicle",2019,6,1,152,"Saturday",9,"D51",71,"Cabbagetown-South St.James Town (71)",43.6664886,-79.3758545,2019-06-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10584,726,939,5311,1556,2041,277
"13725","Outside","Theft Of Motor Vehicle",2019,6,1,152,"Saturday",17,"D41",125,"Ionview (125)",43.7380257,-79.2664566,2019-06-01 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15433,2613,1861,6845,1946,2138,277
"13726","Outside","Theft Of Motor Vehicle",2019,6,1,152,"Saturday",18,"D12",91,"Weston-Pellam Park (91)",43.674015,-79.4631729,2019-06-01 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8755,1321,1116,4161,1116,1045,118
"13727","Outside","Theft Of Motor Vehicle",2019,6,1,152,"Saturday",19,"D23",1,"West Humber-Clairville (1)",43.7106895,-79.6113205,2019-06-01 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13728","Outside","Theft Of Motor Vehicle",2019,6,1,152,"Saturday",20,"D32",35,"Westminster-Branson (35)",43.7795906,-79.4496765,2019-06-01 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28962,3792,3698,11977,3858,5655,1102
"13729","Outside","Theft Of Motor Vehicle",2019,6,1,152,"Saturday",22,"D23",1,"West Humber-Clairville (1)",43.7106895,-79.6113205,2019-06-01 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13730","Outside","Theft Of Motor Vehicle",2019,6,1,152,"Saturday",23,"D55",63,"The Beaches (63)",43.6745796,-79.3057556,2019-06-01 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22954,4071,2208,10207,3342,3145,282
"13731","Outside","Theft Of Motor Vehicle",2019,6,2,153,"Sunday",1,"D32",27,"York University Heights (27)",43.7596321,-79.4781876,2019-06-02 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27263,3997,4693,12143,2930,3488,395
"13732","Outside","Theft Of Motor Vehicle",2019,6,2,153,"Sunday",20,"D13",94,"Wychwood (94)",43.6709633,-79.4319763,2019-06-02 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15498,2009,1426,6934,1723,3402,950
"13733","Outside","Theft Of Motor Vehicle",2019,6,2,153,"Sunday",21,"D51",70,"South Riverdale (70)",43.6453133,-79.352478,2019-06-02 21:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35803,5105,3140,19298,4007,4277,668
"13734","Outside","Theft Of Motor Vehicle",2019,6,2,153,"Sunday",22,"D31",26,"Downsview-Roding-CFB (26)",43.7428703,-79.4860001,2019-06-02 22:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36221,5916,4485,15547,4526,5720,899
"13735","Outside","Theft Of Motor Vehicle",2019,6,3,154,"Monday",21,"D23",1,"West Humber-Clairville (1)",43.6808167,-79.5928497,2019-06-03 21:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13736","Outside","Theft Of Motor Vehicle",2019,6,3,154,"Monday",22,"D33",42,"Banbury-Don Mills (42)",43.7340164,-79.3558578,2019-06-03 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30175,3928,2974,11778,3873,7600,1787
"13737","Outside","Theft Of Motor Vehicle",2019,6,4,155,"Tuesday",0,"D23",5,"Elms-Old Rexdale (5)",43.7212753,-79.5457153,2019-06-04 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9175,1751,1397,3590,1218,1237,141
"13738","Outside","Theft Of Motor Vehicle",2019,6,4,155,"Tuesday",7,"D32",39,"Bedford Park-Nortown (39)",43.7441521,-79.406723,2019-06-04 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23376,4582,3229,8461,3093,4004,664
"13739","Outside","Theft Of Motor Vehicle",2019,6,4,155,"Tuesday",9,"D32",50,"Newtonbrook East (50)",43.7834435,-79.4078674,2019-06-04 09:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15150,1492,2057,6457,2028,3125,631
"13740","Outside","Theft Of Motor Vehicle",2019,6,4,155,"Tuesday",9,"D32",50,"Newtonbrook East (50)",43.7834435,-79.4078674,2019-06-04 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15150,1492,2057,6457,2028,3125,631
"13741","Outside","Theft Of Motor Vehicle",2019,6,4,155,"Tuesday",12,"D23",1,"West Humber-Clairville (1)",43.7181282,-79.5990524,2019-06-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13742","Outside","Theft Of Motor Vehicle",2019,6,4,155,"Tuesday",16,"D14",82,"Niagara (82)",43.6416969,-79.4104996,2019-06-04 16:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98238,6475,7609,73473,5939,4758,299
"13743","Outside","Theft Of Motor Vehicle",2019,6,4,155,"Tuesday",18,"D22",14,"Islington-City Centre West (14)",43.6202469,-79.5216751,2019-06-04 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67565,8944,7215,31720,8299,11380,2274
"13744","Outside","Theft Of Motor Vehicle",2019,6,5,156,"Wednesday",0,"D42",117,"L'Amoreaux (117)",43.7963486,-79.3238449,2019-06-05 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41279,5742,5377,16148,5564,8435,1262
"13745","Outside","Theft Of Motor Vehicle",2019,6,5,156,"Wednesday",12,"D32",33,"Clanton Park (33)",43.7340698,-79.4497147,2019-06-05 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23579,3958,2734,10693,2770,3400,573
"13746","Outside","Theft Of Motor Vehicle",2019,6,5,156,"Wednesday",12,"D33",48,"Hillcrest Village (48)",43.8113174,-79.3568497,2019-06-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14935,1865,1914,5345,1998,3797,556
"13747","Outside","Theft Of Motor Vehicle",2019,6,5,156,"Wednesday",17,"D22",16,"Stonegate-Queensway (16)",43.6479378,-79.5089111,2019-06-05 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26195,4245,2609,11147,3827,4355,784
"13748","Outside","Theft Of Motor Vehicle",2019,6,5,156,"Wednesday",19,"D52",76,"Bay Street Corridor (76)",43.6592293,-79.3851929,2019-06-05 19:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61103,4015,16249,30946,4169,5732,782
"13749","Outside","Theft Of Motor Vehicle",2019,6,5,156,"Wednesday",21,"D54",59,"Danforth East York (59)",43.6842117,-79.343483,2019-06-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664,3281,1575,8615,2319,2884,397
"13750","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",2,"D12",90,"Junction Area (90)",43.6772308,-79.4719086,2019-06-06 02:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15425,2351,1573,8021,1879,1611,188
"13751","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",2,"D12",90,"Junction Area (90)",43.6772308,-79.4719086,2019-06-06 02:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15425,2351,1573,8021,1879,1611,188
"13752","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",2,"D51",71,"Cabbagetown-South St.James Town (71)",43.6681747,-79.3695602,2019-06-06 02:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10584,726,939,5311,1556,2041,277
"13753","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",8,"D22",14,"Islington-City Centre West (14)",43.6459274,-79.5220413,2019-06-06 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67565,8944,7215,31720,8299,11380,2274
"13754","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",8,"D42",128,"Agincourt South-Malvern West (128)",43.7839317,-79.2853546,2019-06-06 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29927,3874,4233,12553,4113,5171,699
"13755","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",9,"D23",6,"Kingsview Village-The Westway (6)",43.695797,-79.5521545,2019-06-06 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22869,4408,3139,8976,2651,3727,598
"13756","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",20,"D54",44,"Flemingdon Park (44)",43.711525,-79.3302841,2019-06-06 20:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21217,4242,2960,8885,2259,2883,276
"13757","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",21,"D41",127,"Bendale (127)",43.7520676,-79.2624588,2019-06-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37219,5652,5721,14970,4392,6522,1118
"13758","Outside","Theft Of Motor Vehicle",2019,6,6,157,"Thursday",22,"D13",102,"Forest Hill North (102)",43.7051048,-79.436409,2019-06-06 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13872,2231,1625,5838,1869,2313,379
"13759","Outside","Theft Of Motor Vehicle",2019,6,7,158,"Friday",7,"D42",128,"Agincourt South-Malvern West (128)",43.7839317,-79.2853546,2019-06-07 07:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29927,3874,4233,12553,4113,5171,699
"13760","Outside","Theft Of Motor Vehicle",2019,6,7,158,"Friday",13,"D31",27,"York University Heights (27)",43.7648163,-79.5013275,2019-06-07 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27263,3997,4693,12143,2930,3488,395
"13761","Outside","Theft Of Motor Vehicle",2019,6,7,158,"Friday",15,"D23",1,"West Humber-Clairville (1)",43.7237549,-79.6169281,2019-06-07 15:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13762","Outside","Theft Of Motor Vehicle",2019,6,7,158,"Friday",16,"D31",21,"Humber Summit (21)",43.7572556,-79.5698547,2019-06-07 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12084,2097,1674,4725,1280,2316,253
"13763","Outside","Theft Of Motor Vehicle",2019,6,7,158,"Friday",21,"D14",93,"Dovercourt-Wallace Emerson-Junction (93)",43.6640549,-79.4317169,2019-06-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43375,5306,4648,23437,4660,5347,705
"13764","Outside","Theft Of Motor Vehicle",2019,6,7,158,"Friday",21,"D31",27,"York University Heights (27)",43.7537422,-79.4916611,2019-06-07 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27263,3997,4693,12143,2930,3488,395
"13765","Outside","Theft Of Motor Vehicle",2019,6,7,158,"Friday",23,"D31",27,"York University Heights (27)",43.7590561,-79.4919739,2019-06-07 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27263,3997,4693,12143,2930,3488,395
"13766","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",1,"D51",70,"South Riverdale (70)",43.6390648,-79.3466644,2019-06-08 01:19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35803,5105,3140,19298,4007,4277,668
"13767","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",8,"D11",89,"Runnymede-Bloor West Village (89)",43.6576157,-79.4820862,2019-06-08 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11492,2339,1096,5255,1387,1421,223
"13768","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",10,"D11",85,"South Parkdale (85)",43.6377106,-79.4589005,2019-06-08 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23736,2298,2472,13514,2689,2759,391
"13769","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",12,"D33",52,"Bayview Village (52)",43.7705498,-79.3805923,2019-06-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37998,4289,4449,18310,4511,6420,1083
"13770","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",15,"D33",45,"Parkwoods-Donalda (45)",43.7617531,-79.347229,2019-06-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35330,5928,4751,15003,4329,5329,787
"13771","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",20,"D12",110,"Keelesdale-Eglinton West (110)",43.686657,-79.4645462,2019-06-08 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12403,1806,1604,5373,1610,2002,258
"13772","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",22,"D11",87,"High Park-Swansea (87)",43.6404762,-79.4521713,2019-06-08 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31931,4725,2836,15442,3830,5072,1008
"13773","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",23,"D12",112,"Beechborough-Greenbrook (112)",43.6946144,-79.4861069,2019-06-08 23:02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6857,1168,891,2867,923,1006,151
"13774","Outside","Theft Of Motor Vehicle",2019,6,8,159,"Saturday",23,"D31",25,"Glenfield-Jane Heights (25)",43.7491493,-79.515686,2019-06-08 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27914,5301,4138,10611,3300,4582,641
"13775","Outside","Theft Of Motor Vehicle",2019,6,9,160,"Sunday",15,"D31",24,"Black Creek (24)",43.7725792,-79.5227585,2019-06-09 15:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20773,4396,3144,8147,2318,2743,354
"13776","Outside","Theft Of Motor Vehicle",2019,6,9,160,"Sunday",16,"D23",3,"Thistletown-Beaumond Heights (3)",43.7351189,-79.5608902,2019-06-09 16:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11059,1847,1505,4441,1276,2007,374
"13777","Outside","Theft Of Motor Vehicle",2019,6,9,160,"Sunday",16,"D53",97,"Yonge-St.Clair (97)",43.6858826,-79.3931885,2019-06-09 16:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15563,1503,1143,7404,1913,3609,584
"13778","Outside","Theft Of Motor Vehicle",2019,6,9,160,"Sunday",19,"D12",29,"Maple Leaf (29)",43.7122269,-79.4788589,2019-06-09 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9870,1464,1235,4012,1176,1982,371
"13779","Outside","Theft Of Motor Vehicle",2019,6,9,160,"Sunday",20,"D12",110,"Keelesdale-Eglinton West (110)",43.6844139,-79.4635696,2019-06-09 20:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12403,1806,1604,5373,1610,2002,258
"13780","Outside","Theft Of Motor Vehicle",2019,6,9,160,"Sunday",22,"D41",125,"Ionview (125)",43.7352943,-79.2692413,2019-06-09 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15433,2613,1861,6845,1946,2138,277
"13781","Outside","Theft Of Motor Vehicle",2019,6,9,160,"Sunday",23,"D23",1,"West Humber-Clairville (1)",43.7106895,-79.6113205,2019-06-09 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13782","Outside","Theft Of Motor Vehicle",2019,6,10,161,"Monday",9,"D31",21,"Humber Summit (21)",43.7657547,-79.541214,2019-06-10 09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12084,2097,1674,4725,1280,2316,253
"13783","Outside","Theft Of Motor Vehicle",2019,6,10,161,"Monday",16,"D31",25,"Glenfield-Jane Heights (25)",43.7525101,-79.5164871,2019-06-10 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27914,5301,4138,10611,3300,4582,641
"13784","Outside","Theft Of Motor Vehicle",2019,6,10,161,"Monday",21,"D23",4,"Rexdale-Kipling (4)",43.7278519,-79.5693359,2019-06-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10656,1660,1371,4352,1538,1751,304
"13785","Outside","Theft Of Motor Vehicle",2019,6,10,161,"Monday",21,"D42",131,"Rouge (131)",43.8507881,-79.1897354,2019-06-10 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48333,8274,6965,19241,6954,6887,712
"13786","Outside","Theft Of Motor Vehicle",2019,6,10,161,"Monday",21,"D51",73,"Moss Park (73)",43.6581726,-79.3723907,2019-06-10 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40825,3066,4101,24946,4967,3783,279
"13787","Outside","Theft Of Motor Vehicle",2019,6,11,162,"Tuesday",4,"D22",10,"Princess-Rosethorn (10)",43.6733017,-79.5515442,2019-06-11 04:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10626,1702,1519,3678,1784,1947,312
"13788","Outside","Theft Of Motor Vehicle",2019,6,11,162,"Tuesday",8,"D23",1,"West Humber-Clairville (1)",43.7504463,-79.623909,2019-06-11 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13789","Outside","Theft Of Motor Vehicle",2019,6,11,162,"Tuesday",12,"D42",118,"Tam O'Shanter-Sullivan (118)",43.7821198,-79.2934647,2019-06-11 12:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27611,3908,3244,10739,3531,6197,1227
"13790","Outside","Theft Of Motor Vehicle",2019,6,11,162,"Tuesday",17,"D12",29,"Maple Leaf (29)",43.7096252,-79.4782791,2019-06-11 17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9870,1464,1235,4012,1176,1982,371
"13791","Outside","Theft Of Motor Vehicle",2019,6,12,163,"Wednesday",3,"D42",118,"Tam O'Shanter-Sullivan (118)",43.7787323,-79.3079071,2019-06-12 03:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27611,3908,3244,10739,3531,6197,1227
"13792","Outside","Theft Of Motor Vehicle",2019,6,12,163,"Wednesday",9,"D52",76,"Bay Street Corridor (76)",43.6473351,-79.3797302,2019-06-12 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61103,4015,16249,30946,4169,5732,782
"13793","Outside","Theft Of Motor Vehicle",2019,6,12,163,"Wednesday",20,"D55",65,"Greenwood-Coxwell (65)",43.6718445,-79.3239899,2019-06-12 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15480,2641,1401,7774,1895,1761,215
"13794","Outside","Theft Of Motor Vehicle",2019,6,12,163,"Wednesday",23,"D12",91,"Weston-Pellam Park (91)",43.6767426,-79.465126,2019-06-12 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8755,1321,1116,4161,1116,1045,118
"13795","Outside","Theft Of Motor Vehicle",2019,6,13,164,"Thursday",3,"D43",134,"Highland Creek (134)",43.7918549,-79.1580124,2019-06-13 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10848,1341,1671,4011,1754,2079,165
"13796","Outside","Theft Of Motor Vehicle",2019,6,13,164,"Thursday",6,"D31",26,"Downsview-Roding-CFB (26)",43.7274742,-79.4800797,2019-06-13 06:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36221,5916,4485,15547,4526,5720,899
"13797","Outside","Theft Of Motor Vehicle",2019,6,13,164,"Thursday",6,"D43",139,"Scarborough Village (139)",43.7404671,-79.2232285,2019-06-13 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17078,3436,2410,6826,2139,2272,439
"13798","Outside","Theft Of Motor Vehicle",2019,6,13,164,"Thursday",15,"D14",78,"Kensington-Chinatown (78)",43.6523132,-79.4060211,2019-06-13 15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16378,1200,3057,7995,1638,2469,438
"13799","Outside","Theft Of Motor Vehicle",2019,6,13,164,"Thursday",16,"D52",76,"Bay Street Corridor (76)",43.6563301,-79.380928,2019-06-13 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61103,4015,16249,30946,4169,5732,782
"13800","Outside","Theft Of Motor Vehicle",2019,6,13,164,"Thursday",19,"D13",107,"Oakwood Village (107)",43.6836739,-79.4441299,2019-06-13 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21659,3196,2323,9737,2645,3778,551
"13801","Outside","Theft Of Motor Vehicle",2019,6,14,165,"Friday",0,"D23",1,"West Humber-Clairville (1)",43.7106895,-79.6113205,2019-06-14 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31066,4719,5078,12911,3721,4644,574
"13802","Outside","Theft Of Motor Vehicle",2019,6,14,165,"Friday",0,"D52",77,"Waterfront Communities-The Island (77)",43.6496811,-79.3921585,2019-06-14 00:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231474,12818,27533,158400,16435,16277,1282
"13803","Outside","Theft Of Motor Vehicle",2019,6,14,165,"Friday",6,"D32",39,"Bedford Park-Nortown (39)",43.7272949,-79.4207687,2019-06-14 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23376,4582,3229,8461,3093,4004,664
