"premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","annual_growth_rate","current_ppl","current_children_ppl","current_youth_ppl","current_working_ppl","current_pre_retirement_ppl","current_seniors_ppl","current_older_ppl"
"House","Theft Of Motor Vehicle",2017,4,30,120,"Sunday",21,"D32",50,"Newtonbrook East (50)",43.785614,-79.4001617,2017-04-30 21:00:00,NA,26,NA,100.06,"M",83,NA,5.8,3.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.02,15775.06,1553.3,2141.3,6722.8,2111.9,3253.6,656.6
"Commercial","Theft Of Motor Vehicle",2017,4,30,120,"Sunday",21,"D33",43,"Victoria Village (43)",43.7359276,-79.3271637,2017-04-30 21:30:00,NA,26,NA,100.06,"M",83,NA,5.8,3.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.019,17842.69,2679.97,2068.57,7306.23,2313.13,3469.695,580.83
"Outside","Theft Of Motor Vehicle",2017,4,30,120,"Sunday",22,"D33",43,"Victoria Village (43)",43.7275543,-79.3169556,2017-04-30 22:00:00,NA,26,NA,99.99,"M",91,NA,5.2,3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.019,17842.69,2679.97,2068.57,7306.23,2313.13,3469.695,580.83
"Outside","Theft Of Motor Vehicle",2017,4,30,120,"Sunday",22,"D14",81,"Trinity-Bellwoods (81)",43.6488342,-79.4046478,2017-04-30 22:00:00,NA,26,NA,99.99,"M",91,NA,5.2,3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,16307.66,1718.825,1605.55,9071.85,1600.625,2314.75,325.05
"Outside","Theft Of Motor Vehicle",2017,4,30,120,"Sunday",22,"D12",113,"Weston (113)",43.6988373,-79.5158768,2017-04-30 22:30:00,NA,26,NA,99.99,"M",91,NA,5.2,3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17812.08,3069,2202.75,7707.15,2405.7,2420.55,391.05
"Outside","Theft Of Motor Vehicle",2017,4,30,120,"Sunday",23,"D31",24,"Black Creek (24)",43.7685509,-79.5290909,2017-04-30 23:15:00,NA,26,NA,99.83,"M",93,NA,4.7,3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21410.945,4531,3240.65,8397.125,2388.625,2826.95,364.45
"House","Theft Of Motor Vehicle",2017,5,1,121,"Monday",0,"D31",27,"York University Heights (27)",43.7691917,-79.4974976,2017-05-01 00:00:00,NA,26,NA,99.84,"M",91,NA,4.9,3.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.004,27482.628,4028.82,4731,12240.84,2953.14,3515.88,398.4
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",0,"D22",18,"New Toronto (18)",43.5993271,-79.5118637,2017-05-01 00:01:00,NA,26,NA,99.84,"M",91,NA,4.9,3.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.052,12059.076,1693.72,1462.28,5486.18,1662.16,1604.3,147.28
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",8,"D33",52,"Bayview Village (52)",43.7672386,-79.3636627,2017-05-01 08:00:00,NA,26,NA,99.41,"M",94,NA,7.3,6.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.211,25910.556,2924.565,3033.555,12485.41,3075.94,4377.765,738.71
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",10,"D23",1,"West Humber-Clairville (1)",43.7181282,-79.5990524,2017-05-01 10:00:00,NA,26,NA,99.18,"M",92,NA,8.2,6.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",12,"D41",124,"Kennedy Park (124)",43.7206116,-79.2547531,2017-05-01 12:00:00,NA,26,NA,98.98,"M",94,NA,8.1,7.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,17191.492,2786.1,2183.7,7148.48,2520.04,2560.2,331.32
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",12,"D42",131,"Rouge (131)",43.8272476,-79.2347031,2017-05-01 12:00:00,NA,26,NA,98.98,"M",94,NA,8.1,7.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,47100.448,8063.48,6787.1,18750.63,6776.97,6711.125,693.905
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",13,"D31",26,"Downsview-Roding-CFB (26)",43.7266426,-79.4820709,2017-05-01 13:00:00,NA,26,NA,98.77,"M",94,NA,8.6,7.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35437.572,5787.975,4387.74,15210.495,4428.18,5595.885,879.57
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",17,"D12",30,"Brookhaven-Amesbury (30)",43.6970253,-79.4950714,2017-05-01 17:00:00,NA,26,NA,98.4,"M",94,NA,12.6,11.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.002,17721.486,3353.28,2455.08,7609.75,2180.63,2125.74,284.43
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",20,"D12",113,"Weston (113)",43.7015724,-79.5034561,2017-05-01 20:00:00,NA,26,NA,98.41,"M",90,NA,12.6,10.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17812.08,3069,2202.75,7707.15,2405.7,2420.55,391.05
"House","Theft Of Motor Vehicle",2017,5,1,121,"Monday",20,"D22",16,"Stonegate-Queensway (16)",43.6389618,-79.5040894,2017-05-01 20:00:00,NA,26,NA,98.41,"M",90,NA,12.6,10.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,25426.765,4120.9,2532.425,10819.9,3714.9,4227.475,761.25
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",20,"D52",77,"Waterfront Communities-The Island (77)",43.6488152,-79.3889236,2017-05-01 20:52:00,NA,26,NA,98.41,"M",90,NA,12.6,10.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.52,100187.76,5548,11916.8,68559.6,7113.6,7045.2,554.8
"House","Theft Of Motor Vehicle",2017,5,1,121,"Monday",21,"D22",16,"Stonegate-Queensway (16)",43.6450958,-79.5128708,2017-05-01 21:30:00,NA,26,NA,98.51,"M",76,NA,14,9.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,25426.765,4120.9,2532.425,10819.9,3714.9,4227.475,761.25
"Outside","Theft Of Motor Vehicle",2017,5,1,121,"Monday",22,"D32",105,"Lawrence Park North (105)",43.7269897,-79.4136963,2017-05-01 22:00:00,NA,26,NA,98.52,"M",83,NA,11.9,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,14680.035,3296.4,1678.35,6009.9,1733.625,1944.675,266.325
"House","Theft Of Motor Vehicle",2017,5,1,121,"Monday",22,"D23",3,"Thistletown-Beaumond Heights (3)",43.7384338,-79.5575333,2017-05-01 22:20:00,NA,26,NA,98.52,"M",83,NA,11.9,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.022,10587.92,1768.06,1441.02,4251.52,1221.29,1921.36,357.7
"Outside","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",0,"D22",20,"Alderwood (20)",43.6048241,-79.546608,2017-05-02 00:30:00,NA,26,NA,98.59,"M",81,NA,11.1,8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,12210.702,1782.88,1251.055,5287.86,1848.725,2041.195,324.16
"House","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",1,"D31",26,"Downsview-Roding-CFB (26)",43.7279396,-79.5211563,2017-05-02 01:00:00,NA,26,NA,98.61,"M",79,NA,10.3,6.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35437.572,5787.975,4387.74,15210.495,4428.18,5595.885,879.57
"Commercial","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",1,"D23",1,"West Humber-Clairville (1)",43.7433586,-79.6206818,2017-05-02 01:13:00,NA,26,NA,98.61,"M",79,NA,10.3,6.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Commercial","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",2,"D22",20,"Alderwood (20)",43.605442,-79.5285492,2017-05-02 02:26:00,NA,26,NA,98.64,"M",75,NA,10.7,6.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,12210.702,1782.88,1251.055,5287.86,1848.725,2041.195,324.16
"House","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",9,"D52",78,"Kensington-Chinatown (78)",43.6517944,-79.3930283,2017-05-02 09:00:00,NA,26,NA,98.58,"M",85,NA,9.4,6.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.03,17406.65,1275.55,3249.5,8497.2,1741.15,2623.85,465.6
"Outside","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",15,"D31",21,"Humber Summit (21)",43.7605896,-79.5660629,2017-05-02 15:00:00,NA,26,NA,98.71,"M",64,NA,10.1,3.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12304.256,2135.605,1704.52,4811.305,1303.165,2358.58,257.66
"Outside","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",19,"D41",120,"Clairlea-Birchmount (120)",43.7223663,-79.2962112,2017-05-02 19:45:00,NA,26,NA,99,"M",70,NA,9.7,4.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,29385.576,4971.285,3806.055,13002.66,3659.04,3953.07,718.74
"Commercial","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",20,"D31",26,"Downsview-Roding-CFB (26)",43.726284,-79.4837036,2017-05-02 20:15:00,NA,26,NA,99.1,"M",69,NA,9.4,4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35437.572,5787.975,4387.74,15210.495,4428.18,5595.885,879.57
"House","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",21,"D42",128,"Agincourt South-Malvern West (128)",43.8024635,-79.2886047,2017-05-02 21:00:00,NA,26,NA,99.22,"M",69,NA,8.9,3.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.08,25657.56,3321,3628.8,10762.2,3526.2,4433.4,599.4
"House","Theft Of Motor Vehicle",2017,5,2,122,"Tuesday",21,"D32",105,"Lawrence Park North (105)",43.7301559,-79.4071579,2017-05-02 21:00:00,NA,26,NA,99.22,"M",69,NA,8.9,3.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,14680.035,3296.4,1678.35,6009.9,1733.625,1944.675,266.325
"Outside","Theft Of Motor Vehicle",2017,5,3,123,"Wednesday",0,"D33",47,"Don Valley Village (47)",43.7771301,-79.3479004,2017-05-03 00:00:00,NA,26,NA,99.39,"M",71,NA,7.3,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.012,27375.612,4113.78,3319.36,12002.32,3182.74,4756.4,672.98
"House","Theft Of Motor Vehicle",2017,5,3,123,"Wednesday",6,"D31",27,"York University Heights (27)",43.755455,-79.4926758,2017-05-03 06:30:00,NA,26,NA,100.05,"M",66,NA,5.1,-0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.004,27482.628,4028.82,4731,12240.84,2953.14,3515.88,398.4
"Outside","Theft Of Motor Vehicle",2017,5,3,123,"Wednesday",7,"D22",14,"Islington-City Centre West (14)",43.6385269,-79.5380096,2017-05-03 07:50:00,NA,26,NA,100.16,"M",63,NA,5.9,-0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,50735.61,6716.28,5418.03,23818.56,6231.6,8545.37,1707.92
"House","Theft Of Motor Vehicle",2017,5,3,123,"Wednesday",9,"D42",128,"Agincourt South-Malvern West (128)",43.7882118,-79.2622299,2017-05-03 09:00:00,NA,26,NA,100.35,"M",53,NA,8.2,-0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.08,25657.56,3321,3628.8,10762.2,3526.2,4433.4,599.4
"Outside","Theft Of Motor Vehicle",2017,5,3,123,"Wednesday",21,"D54",61,"Taylor-Massey (61)",43.6982498,-79.2970734,2017-05-03 21:00:00,NA,26,NA,100.88,"M",28,NA,11.3,-6.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.006,15777.098,2967.7,1700.14,7625.48,1760.5,1715.23,271.62
"House","Theft Of Motor Vehicle",2017,5,3,123,"Wednesday",23,"D23",1,"West Humber-Clairville (1)",43.7525139,-79.6014709,2017-05-03 23:50:00,NA,26,NA,100.9,"M",28,NA,10,-7.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Outside","Theft Of Motor Vehicle",2017,5,4,124,"Thursday",8,"D43",135,"Morningside (135)",43.7857361,-79.2134552,2017-05-04 08:00:00,NA,26,NA,100.82,"M",56,NA,8.4,0,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,17315.36,2856.96,2668.48,6785.28,2336.16,2673.44,352.16
"Outside","Theft Of Motor Vehicle",2017,5,4,124,"Thursday",16,"D23",7,"Willowridge-Martingrove-Richview (7)",43.6796074,-79.5453262,2017-05-04 16:30:00,NA,26,NA,100.34,"M",91,NA,7,5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.038,22997.928,3690.09,2724.75,8449.32,3015.39,5091.39,918.63
"Outside","Theft Of Motor Vehicle",2017,5,4,124,"Thursday",19,"D31",24,"Black Creek (24)",43.7729988,-79.52285,2017-05-04 19:30:00,NA,26,NA,100.14,"M",92,NA,6.2,5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21410.945,4531,3240.65,8397.125,2388.625,2826.95,364.45
"House","Theft Of Motor Vehicle",2017,5,4,124,"Thursday",21,"D55",62,"East End-Danforth (62)",43.6852303,-79.3008041,2017-05-04 21:00:00,NA,26,NA,100.07,"M",93,NA,6.4,5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,21936.906,3832.11,2267.46,10249.74,2877.93,2718.9,318.06
"House","Theft Of Motor Vehicle",2017,5,4,124,"Thursday",21,"D32",31,"Yorkdale-Glen Park (31)",43.7248802,-79.4482651,2017-05-04 21:00:00,NA,26,NA,100.07,"M",93,NA,6.4,5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.008,14922.432,1975.68,1884.96,5906.88,1824.48,3321.36,781.2
"House","Theft Of Motor Vehicle",2017,5,4,124,"Thursday",21,"D31",21,"Humber Summit (21)",43.7496681,-79.5635757,2017-05-04 21:30:00,NA,26,NA,100.07,"M",93,NA,6.4,5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12304.256,2135.605,1704.52,4811.305,1303.165,2358.58,257.66
"Outside","Theft Of Motor Vehicle",2017,5,4,124,"Thursday",22,"D14",81,"Trinity-Bellwoods (81)",43.6532021,-79.4148941,2017-05-04 22:30:00,NA,26,NA,99.95,"M",92,NA,6.5,5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,16307.66,1718.825,1605.55,9071.85,1600.625,2314.75,325.05
"House","Theft Of Motor Vehicle",2017,5,5,125,"Friday",0,"D42",130,"Milliken (130)",43.8269424,-79.2706223,2017-05-05 00:01:00,NA,26,NA,99.77,"M",93,NA,6.7,5.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,25987.416,3594.15,3124.71,10332.57,3941.34,5002.47,860.64
"House","Theft Of Motor Vehicle",2017,5,5,125,"Friday",0,"D41",127,"Bendale (127)",43.7645264,-79.2626572,2017-05-05 00:01:00,NA,26,NA,99.77,"M",93,NA,6.7,5.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.075,32207,4891.25,4950.375,12953.75,3800.125,5643.75,967.5
"Outside","Theft Of Motor Vehicle",2017,5,5,125,"Friday",10,"D32",38,"Lansing-Westgate (38)",43.7603607,-79.4124756,2017-05-05 10:00:00,NA,26,NA,99.06,"M",91,NA,7.6,6.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.104,17845.056,2671.68,2323.92,8379.36,2108.64,2384.64,397.44
"Commercial","Theft Of Motor Vehicle",2017,5,5,125,"Friday",14,"D22",14,"Islington-City Centre West (14)",43.6446571,-79.5307999,2017-05-05 14:00:00,NA,26,NA,98.66,"M",91,NA,9.3,8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,50735.61,6716.28,5418.03,23818.56,6231.6,8545.37,1707.92
"House","Theft Of Motor Vehicle",2017,5,5,125,"Friday",14,"D42",131,"Rouge (131)",43.8240089,-79.2144852,2017-05-05 14:30:00,NA,26,NA,98.66,"M",91,NA,9.3,8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,47100.448,8063.48,6787.1,18750.63,6776.97,6711.125,693.905
"Outside","Theft Of Motor Vehicle",2017,5,5,125,"Friday",19,"D23",1,"West Humber-Clairville (1)",43.7381287,-79.6183472,2017-05-05 19:00:00,NA,26,NA,98.53,"M",90,NA,8.2,6.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Other","Theft Of Motor Vehicle",2017,5,5,125,"Friday",20,"D12",29,"Maple Leaf (29)",43.7074738,-79.4881134,2017-05-05 20:00:00,NA,26,NA,98.5,"M",88,NA,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,10030.112,1488,1254.88,4077.12,1195.36,2013.76,376.96
"Outside","Theft Of Motor Vehicle",2017,5,5,125,"Friday",20,"D12",110,"Keelesdale-Eglinton West (110)",43.6883698,-79.4828796,2017-05-05 20:46:00,NA,26,NA,98.5,"M",88,NA,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.039,11489.262,1672.79,1485.77,4976.81,1490.965,1854.615,238.97
"House","Theft Of Motor Vehicle",2017,5,5,125,"Friday",21,"D43",136,"West Hill (136)",43.7661514,-79.196434,2017-05-05 21:00:00,NA,26,NA,98.46,"M",86,NA,7.3,5.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.032,28268.544,4783.32,4076.4,11109.48,3906.12,4375.68,645
"House","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",1,"D42",130,"Milliken (130)",43.819912,-79.2872849,2017-05-06 01:00:00,NA,26,NA,98.22,"M",89,NA,6.7,5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,25987.416,3594.15,3124.71,10332.57,3941.34,5002.47,860.64
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",8,"D13",96,"Casa Loma (96)",43.6748123,-79.4126129,2017-05-06 08:30:00,NA,26,NA,98.12,"M",84,NA,6.4,3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.046,11472.528,1255.2,1129.68,4764.53,1532.39,2798.05,413.17
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",9,"D42",117,"L'Amoreaux (117)",43.7969971,-79.3193359,2017-05-06 09:00:00,NA,26,NA,98.14,"M",81,NA,6.9,3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.021,43069.147,5991.48,5609.67,16848.59,5805.47,8801.21,1316.755
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",11,"D23",1,"West Humber-Clairville (1)",43.7337265,-79.60672,2017-05-06 11:00:00,NA,26,NA,98.11,"M",76,NA,8.8,4.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",12,"D22",17,"Mimico (includes Humber Bay Shores) (17)",43.6248283,-79.4786758,2017-05-06 12:00:00,NA,26,NA,98.1,"M",75,NA,8.7,4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.28,43473.92,4486.4,3852.8,22649.6,5913.6,6604.8,723.2
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",15,"D33",42,"Banbury-Don Mills (42)",43.7234879,-79.3364868,2017-05-06 15:00:00,NA,26,NA,98.18,"M",82,NA,8,5.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.029,28498.155,3709.545,2809.17,11123.49,3658.095,7177.275,1687.56
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",17,"D23",1,"West Humber-Clairville (1)",43.7181282,-79.5990524,2017-05-06 17:00:00,NA,26,NA,98.29,"M",81,NA,6.7,3.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",18,"D51",74,"North St.James Town (74)",43.6702614,-79.3704071,2017-05-06 18:00:00,NA,26,NA,98.34,"M",81,NA,6.4,3.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.044,19434.06,2390.76,2364.66,10805.4,2056.68,1816.56,229.68
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",23,"D14",81,"Trinity-Bellwoods (81)",43.6554642,-79.4126129,2017-05-06 23:00:00,NA,26,NA,98.6,"M",85,NA,6,3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,16307.66,1718.825,1605.55,9071.85,1600.625,2314.75,325.05
"Outside","Theft Of Motor Vehicle",2017,5,6,126,"Saturday",23,"D43",137,"Woburn (137)",43.7801552,-79.2438431,2017-05-06 23:40:00,NA,26,NA,98.6,"M",85,NA,6,3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.003,53645.455,9653.875,7682.98,22010.835,6263.735,8034.03,1133.39
"Outside","Theft Of Motor Vehicle",2017,5,7,127,"Sunday",2,"D13",107,"Oakwood Village (107)",43.6899567,-79.4376602,2017-05-07 02:00:00,NA,26,NA,98.69,"M",80,NA,5.3,2.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,21358.47,3151.91,2290.925,9601.745,2608.13,3725.9,543.78
"Outside","Theft Of Motor Vehicle",2017,5,7,127,"Sunday",2,"D12",115,"Mount Dennis (115)",43.6900597,-79.4978943,2017-05-07 02:00:00,NA,26,NA,98.69,"M",80,NA,5.3,2.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,14055.162,2476.43,1876.71,6131.62,1819.84,1742.29,274.01
"Outside","Theft Of Motor Vehicle",2017,5,7,127,"Sunday",2,"D12",111,"Rockcliffe-Smythe (111)",43.6835213,-79.4813309,2017-05-07 02:38:00,NA,26,NA,98.69,"M",80,NA,5.3,2.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.001,22223.754,3501.495,2737.26,9245.745,3086.91,3651.345,479.52
"Outside","Theft Of Motor Vehicle",2017,5,7,127,"Sunday",3,"D51",70,"South Riverdale (70)",43.6430931,-79.3506165,2017-05-07 03:00:00,NA,26,NA,98.76,"M",81,NA,4.8,1.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.087,30301.212,4320.825,2657.715,16332.175,3391.44,3619.71,565.24
"House","Theft Of Motor Vehicle",2017,5,7,127,"Sunday",18,"D53",39,"Bedford Park-Nortown (39)",43.7147446,-79.4242325,2017-05-07 18:00:00,NA,26,NA,99.56,"M",38,NA,9.1,-4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,23282.472,4564.11,3216.42,8426.82,3081.15,3987.96,661.32
"Other","Theft Of Motor Vehicle",2017,5,7,127,"Sunday",19,"D32",39,"Bedford Park-Nortown (39)",43.7364082,-79.4258957,2017-05-07 19:00:00,NA,26,NA,99.63,"M",38,NA,9.1,-4.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,23282.472,4564.11,3216.42,8426.82,3081.15,3987.96,661.32
"Outside","Theft Of Motor Vehicle",2017,5,7,127,"Sunday",22,"D55",64,"Woodbine Corridor (64)",43.6819115,-79.3230209,2017-05-07 22:45:00,NA,26,NA,99.77,"M",47,NA,7.6,-3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.072,13443.952,2492.4,1109.52,6608.88,1742,1479.36,182.24
"Commercial","Theft Of Motor Vehicle",2017,5,8,128,"Monday",1,"D23",1,"West Humber-Clairville (1)",43.7106895,-79.6113205,2017-05-08 01:06:00,NA,26,NA,99.77,"M",54,NA,6,-2.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Outside","Theft Of Motor Vehicle",2017,5,8,128,"Monday",4,"D41",120,"Clairlea-Birchmount (120)",43.7000847,-79.2867279,2017-05-08 04:00:00,NA,26,NA,99.84,"M",66,NA,3.8,-2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,29385.576,4971.285,3806.055,13002.66,3659.04,3953.07,718.74
"House","Theft Of Motor Vehicle",2017,5,8,128,"Monday",7,"D23",1,"West Humber-Clairville (1)",43.7309036,-79.6242599,2017-05-08 07:10:00,NA,26,NA,99.99,"M",69,NA,5.3,0.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,32545.824,4943.62,5319.765,13526.565,3898.23,4865.46,600.855
"Outside","Theft Of Motor Vehicle",2017,5,8,128,"Monday",12,"D51",71,"Cabbagetown-South St.James Town (71)",43.6643295,-79.3749313,2017-05-08 12:00:00,NA,26,NA,99.94,"M",35,NA,11.2,-3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.032,11295.592,774.4,1001.88,5667.64,1660.12,2178,295.24
"Outside","Theft Of Motor Vehicle",2017,5,8,128,"Monday",13,"D14",77,"Waterfront Communities-The Island (77)",43.6473389,-79.3993835,2017-05-08 13:00:00,NA,26,NA,99.92,"M",34,NA,12.6,-2.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.52,100187.76,5548,11916.8,68559.6,7113.6,7045.2,554.8
"House","Theft Of Motor Vehicle",2017,5,8,128,"Monday",18,"D23",4,"Rexdale-Kipling (4)",43.7323341,-79.5710602,2017-05-08 18:30:00,NA,26,NA,99.93,"M",32,NA,9.7,-6.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,10571.116,1646.56,1360.42,4317.2,1526.08,1736.92,301.2
"House","Theft Of Motor Vehicle",2017,5,8,128,"Monday",19,"D12",113,"Weston (113)",43.7071266,-79.5172501,2017-05-08 19:30:00,NA,26,NA,99.94,"M",32,NA,8.8,-7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17812.08,3069,2202.75,7707.15,2405.7,2420.55,391.05
"House","Theft Of Motor Vehicle",2017,5,8,128,"Monday",20,"D53",39,"Bedford Park-Nortown (39)",43.7116623,-79.4227982,2017-05-08 20:00:00,NA,26,NA,100.02,"M",38,NA,7.9,-5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,23282.472,4564.11,3216.42,8426.82,3081.15,3987.96,661.32
